110.5026178,31.04234255
110.5026178,31.04144165
110.5026178,31.04054075
110.5026178,31.03783805
110.5026178,31.03693715
110.5026178,31.03603625
110.5078534,31.04054075
110.5078534,31.03963985
110.5078534,31.03873895
110.5078534,31.03783805
110.5078534,31.03693715
110.5078534,31.03603625
110.5078534,31.03513535
110.5078534,31.03423445
110.5078534,31.03333355
110.5078534,30.96486515
110.513089,31.03963985
110.513089,31.03873895
110.513089,31.03783805
110.513089,31.03693715
110.513089,31.03603625
110.513089,31.03513535
110.513089,31.03423445
110.513089,31.03333355
110.513089,31.03243265
110.513089,30.96936965
110.5183246,31.03603625
110.5183246,31.03513535
110.5183246,31.03423445
110.5183246,31.03333355
110.5183246,31.03243265
110.5183246,31.03153175
110.5183246,30.96756785
110.5235602,31.03603625
110.5235602,31.03513535
110.5235602,31.03423445
110.5235602,31.03333355
110.5235602,31.03243265
110.5235602,31.03153175
110.5235602,31.03063085
110.5235602,31.02972995
110.5287958,31.03423445
110.5287958,31.03333355
110.5287958,31.03243265
110.5287958,31.03153175
110.5287958,31.03063085
110.5287958,31.02972995
110.5287958,31.02882905
110.5287958,30.97027055
110.5287958,30.96936965
110.5340314,31.03333355
110.5340314,31.03243265
110.5340314,31.03153175
110.5340314,31.03063085
110.5340314,31.02972995
110.5340314,31.02882905
110.5340314,31.02792815
110.5340314,31.02702725
110.5340314,30.96756785
110.539267,31.03153175
110.539267,31.03063085
110.539267,31.02972995
110.539267,31.02882905
110.539267,31.02792815
110.539267,31.02702725
110.539267,31.02612635
110.539267,31.02522545
110.539267,30.96576605
110.539267,30.96486515
110.5445026,31.02972995
110.5445026,31.02882905
110.5445026,31.02792815
110.5445026,31.02702725
110.5445026,31.02612635
110.5445026,31.02522545
110.5445026,31.02432455
110.5445026,30.96756785
110.5445026,30.96666695
110.5445026,30.96576605
110.5497382,31.02882905
110.5497382,31.02792815
110.5497382,31.02702725
110.5497382,31.02612635
110.5497382,31.02522545
110.5497382,31.02432455
110.5497382,31.02342365
110.5497382,31.02252275
110.5497382,31.02162185
110.5497382,31.02072095
110.5497382,31.01982005
110.5497382,30.96936965
110.5497382,30.96846875
110.5497382,30.96756785
110.5549738,31.02612635
110.5549738,31.02522545
110.5549738,31.02432455
110.5549738,31.02342365
110.5549738,31.02252275
110.5549738,31.02162185
110.5549738,31.02072095
110.5549738,31.01982005
110.5549738,31.01891915
110.5549738,31.01801825
110.5549738,31.01711735
110.5549738,31.01621645
110.5549738,31.01531555
110.5549738,31.01441465
110.5549738,31.01351375
110.5549738,31.01171195
110.5549738,30.97027055
110.5549738,30.96936965
110.5549738,30.96846875
110.5602094,31.01891915
110.5602094,31.01801825
110.5602094,31.01711735
110.5602094,31.01621645
110.5602094,31.01531555
110.5602094,31.01351375
110.5602094,31.01261285
110.5602094,31.01171195
110.5602094,30.97117145
110.5602094,30.97027055
110.5602094,30.96936965
110.565445,31.01711735
110.565445,31.01621645
110.565445,31.01531555
110.565445,31.01441465
110.565445,31.01351375
110.565445,31.01261285
110.565445,31.01171195
110.565445,31.01081105
110.565445,30.97297325
110.565445,30.97207235
110.565445,30.97117145
110.5706806,31.01621645
110.5706806,31.01531555
110.5706806,31.01441465
110.5706806,31.01351375
110.5706806,31.01261285
110.5706806,31.01171195
110.5706806,31.01081105
110.5706806,31.00991015
110.5706806,30.97297325
110.5706806,30.97207235
110.5759162,31.01351375
110.5759162,31.01261285
110.5759162,31.01171195
110.5759162,31.01081105
110.5759162,31.00991015
